from,to,constraint
pb.core_naive_b_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.core_naive_b_cell_inflammatory,subject.biologicalSex,blacklist
pb.core_naive_b_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.core_naive_cd4_t_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.core_naive_cd4_t_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.core_naive_cd4_t_cell_il2_stat5,subject.biologicalSex,blacklist
pb.core_naive_cd4_t_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.core_naive_cd4_t_cell_inflammatory,subject.biologicalSex,blacklist
pb.core_naive_cd4_t_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.core_naive_cd8_t_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.core_naive_cd8_t_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.core_naive_cd8_t_cell_il2_stat5,subject.biologicalSex,blacklist
pb.core_naive_cd8_t_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.core_naive_cd8_t_cell_inflammatory,subject.biologicalSex,blacklist
pb.core_naive_cd8_t_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.dn_t_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.dn_t_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.dn_t_cell_il2_stat5,subject.biologicalSex,blacklist
pb.dn_t_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.dn_t_cell_inflammatory,subject.biologicalSex,blacklist
pb.dn_t_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.early_memory_b_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.early_memory_b_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.early_memory_b_cell_il2_stat5,subject.biologicalSex,blacklist
pb.early_memory_b_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.early_memory_b_cell_inflammatory,subject.biologicalSex,blacklist
pb.early_memory_b_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.erythrocyte_ifn_alpha,subject.biologicalSex,blacklist
pb.erythrocyte_ifn_gamma,subject.biologicalSex,blacklist
pb.erythrocyte_il2_stat5,subject.biologicalSex,blacklist
pb.erythrocyte_il6_jak_stat3,subject.biologicalSex,blacklist
pb.erythrocyte_inflammatory,subject.biologicalSex,blacklist
pb.erythrocyte_tnfa_nfkb,subject.biologicalSex,blacklist
pb.gzmb_cd27_em_cd4_t_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.gzmb_cd27_em_cd4_t_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.gzmb_cd27_em_cd4_t_cell_il2_stat5,subject.biologicalSex,blacklist
pb.gzmb_cd27_em_cd4_t_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.gzmb_cd27_em_cd4_t_cell_inflammatory,subject.biologicalSex,blacklist
pb.gzmb_cd27_em_cd4_t_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.gzmb_vd2_gdt_ifn_alpha,subject.biologicalSex,blacklist
pb.gzmb_vd2_gdt_ifn_gamma,subject.biologicalSex,blacklist
pb.gzmb_vd2_gdt_il2_stat5,subject.biologicalSex,blacklist
pb.gzmb_vd2_gdt_il6_jak_stat3,subject.biologicalSex,blacklist
pb.gzmb_vd2_gdt_inflammatory,subject.biologicalSex,blacklist
pb.gzmb_vd2_gdt_tnfa_nfkb,subject.biologicalSex,blacklist
pb.gzmk_cd27_em_cd8_t_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.gzmk_cd27_em_cd8_t_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.gzmk_cd27_em_cd8_t_cell_il2_stat5,subject.biologicalSex,blacklist
pb.gzmk_cd27_em_cd8_t_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.gzmk_cd27_em_cd8_t_cell_inflammatory,subject.biologicalSex,blacklist
pb.gzmk_cd27_em_cd8_t_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.gzmk_cd56dim_nk_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.gzmk_cd56dim_nk_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.gzmk_cd56dim_nk_cell_il2_stat5,subject.biologicalSex,blacklist
pb.gzmk_cd56dim_nk_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.gzmk_cd56dim_nk_cell_inflammatory,subject.biologicalSex,blacklist
pb.gzmk_cd56dim_nk_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.gzmk_memory_cd4_treg_ifn_alpha,subject.biologicalSex,blacklist
pb.gzmk_memory_cd4_treg_ifn_gamma,subject.biologicalSex,blacklist
pb.gzmk_memory_cd4_treg_il2_stat5,subject.biologicalSex,blacklist
pb.gzmk_memory_cd4_treg_il6_jak_stat3,subject.biologicalSex,blacklist
pb.gzmk_memory_cd4_treg_inflammatory,subject.biologicalSex,blacklist
pb.gzmk_memory_cd4_treg_tnfa_nfkb,subject.biologicalSex,blacklist
pb.gzmk_vd2_gdt_ifn_alpha,subject.biologicalSex,blacklist
pb.gzmk_vd2_gdt_ifn_gamma,subject.biologicalSex,blacklist
pb.gzmk_vd2_gdt_il2_stat5,subject.biologicalSex,blacklist
pb.gzmk_vd2_gdt_il6_jak_stat3,subject.biologicalSex,blacklist
pb.gzmk_vd2_gdt_inflammatory,subject.biologicalSex,blacklist
pb.gzmk_vd2_gdt_tnfa_nfkb,subject.biologicalSex,blacklist
pb.hla_drhi_cdc2_ifn_alpha,subject.biologicalSex,blacklist
pb.hla_drhi_cdc2_ifn_gamma,subject.biologicalSex,blacklist
pb.hla_drhi_cdc2_il2_stat5,subject.biologicalSex,blacklist
pb.hla_drhi_cdc2_il6_jak_stat3,subject.biologicalSex,blacklist
pb.hla_drhi_cdc2_inflammatory,subject.biologicalSex,blacklist
pb.hla_drhi_cdc2_tnfa_nfkb,subject.biologicalSex,blacklist
pb.il1b_cd14_monocyte_ifn_alpha,subject.biologicalSex,blacklist
pb.il1b_cd14_monocyte_ifn_gamma,subject.biologicalSex,blacklist
pb.il1b_cd14_monocyte_il2_stat5,subject.biologicalSex,blacklist
pb.il1b_cd14_monocyte_il6_jak_stat3,subject.biologicalSex,blacklist
pb.il1b_cd14_monocyte_inflammatory,subject.biologicalSex,blacklist
pb.il1b_cd14_monocyte_tnfa_nfkb,subject.biologicalSex,blacklist
pb.ilc_ifn_alpha,subject.biologicalSex,blacklist
pb.ilc_ifn_gamma,subject.biologicalSex,blacklist
pb.ilc_il2_stat5,subject.biologicalSex,blacklist
pb.ilc_il6_jak_stat3,subject.biologicalSex,blacklist
pb.ilc_inflammatory,subject.biologicalSex,blacklist
pb.ilc_tnfa_nfkb,subject.biologicalSex,blacklist
pb.intermediate_monocyte_ifn_alpha,subject.biologicalSex,blacklist
pb.intermediate_monocyte_ifn_gamma,subject.biologicalSex,blacklist
pb.intermediate_monocyte_il2_stat5,subject.biologicalSex,blacklist
pb.intermediate_monocyte_il6_jak_stat3,subject.biologicalSex,blacklist
pb.intermediate_monocyte_inflammatory,subject.biologicalSex,blacklist
pb.intermediate_monocyte_tnfa_nfkb,subject.biologicalSex,blacklist
pb.isg_cd14_monocyte_ifn_alpha,subject.biologicalSex,blacklist
pb.isg_cd14_monocyte_ifn_gamma,subject.biologicalSex,blacklist
pb.isg_cd14_monocyte_il2_stat5,subject.biologicalSex,blacklist
pb.isg_cd14_monocyte_il6_jak_stat3,subject.biologicalSex,blacklist
pb.isg_cd14_monocyte_inflammatory,subject.biologicalSex,blacklist
pb.isg_cd14_monocyte_tnfa_nfkb,subject.biologicalSex,blacklist
pb.isg_cd16_monocyte_ifn_alpha,subject.biologicalSex,blacklist
pb.isg_cd16_monocyte_ifn_gamma,subject.biologicalSex,blacklist
pb.isg_cd16_monocyte_il2_stat5,subject.biologicalSex,blacklist
pb.isg_cd16_monocyte_il6_jak_stat3,subject.biologicalSex,blacklist
pb.isg_cd16_monocyte_inflammatory,subject.biologicalSex,blacklist
pb.isg_cd16_monocyte_tnfa_nfkb,subject.biologicalSex,blacklist
pb.isg_cd56dim_nk_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.isg_cd56dim_nk_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.isg_cd56dim_nk_cell_il2_stat5,subject.biologicalSex,blacklist
pb.isg_cd56dim_nk_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.isg_cd56dim_nk_cell_inflammatory,subject.biologicalSex,blacklist
pb.isg_cd56dim_nk_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.isg_cdc2_ifn_alpha,subject.biologicalSex,blacklist
pb.isg_cdc2_ifn_gamma,subject.biologicalSex,blacklist
pb.isg_cdc2_il2_stat5,subject.biologicalSex,blacklist
pb.isg_cdc2_il6_jak_stat3,subject.biologicalSex,blacklist
pb.isg_cdc2_inflammatory,subject.biologicalSex,blacklist
pb.isg_cdc2_tnfa_nfkb,subject.biologicalSex,blacklist
pb.isg_mait_ifn_alpha,subject.biologicalSex,blacklist
pb.isg_mait_ifn_gamma,subject.biologicalSex,blacklist
pb.isg_mait_il2_stat5,subject.biologicalSex,blacklist
pb.isg_mait_il6_jak_stat3,subject.biologicalSex,blacklist
pb.isg_mait_inflammatory,subject.biologicalSex,blacklist
pb.isg_mait_tnfa_nfkb,subject.biologicalSex,blacklist
pb.isg_memory_cd4_t_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.isg_memory_cd4_t_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.isg_memory_cd4_t_cell_il2_stat5,subject.biologicalSex,blacklist
pb.isg_memory_cd4_t_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.isg_memory_cd4_t_cell_inflammatory,subject.biologicalSex,blacklist
pb.isg_memory_cd4_t_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.isg_memory_cd8_t_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.isg_memory_cd8_t_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.isg_memory_cd8_t_cell_il2_stat5,subject.biologicalSex,blacklist
pb.isg_memory_cd8_t_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.isg_memory_cd8_t_cell_inflammatory,subject.biologicalSex,blacklist
pb.isg_memory_cd8_t_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.isg_naive_b_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.isg_naive_b_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.isg_naive_b_cell_il2_stat5,subject.biologicalSex,blacklist
pb.isg_naive_b_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.isg_naive_b_cell_inflammatory,subject.biologicalSex,blacklist
pb.isg_naive_b_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.isg_naive_cd4_t_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.isg_naive_cd4_t_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.isg_naive_cd4_t_cell_il2_stat5,subject.biologicalSex,blacklist
pb.isg_naive_cd4_t_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.isg_naive_cd4_t_cell_inflammatory,subject.biologicalSex,blacklist
pb.isg_naive_cd4_t_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.isg_naive_cd8_t_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.isg_naive_cd8_t_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.isg_naive_cd8_t_cell_il2_stat5,subject.biologicalSex,blacklist
pb.isg_naive_cd8_t_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.isg_naive_cd8_t_cell_inflammatory,subject.biologicalSex,blacklist
pb.isg_naive_cd8_t_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.klrb1_memory_cd4_treg_ifn_alpha,subject.biologicalSex,blacklist
pb.klrb1_memory_cd4_treg_ifn_gamma,subject.biologicalSex,blacklist
pb.klrb1_memory_cd4_treg_il2_stat5,subject.biologicalSex,blacklist
pb.klrb1_memory_cd4_treg_il6_jak_stat3,subject.biologicalSex,blacklist
pb.klrb1_memory_cd4_treg_inflammatory,subject.biologicalSex,blacklist
pb.klrb1_memory_cd4_treg_tnfa_nfkb,subject.biologicalSex,blacklist
pb.klrb1_memory_cd8_treg_ifn_alpha,subject.biologicalSex,blacklist
pb.klrb1_memory_cd8_treg_ifn_gamma,subject.biologicalSex,blacklist
pb.klrb1_memory_cd8_treg_il2_stat5,subject.biologicalSex,blacklist
pb.klrb1_memory_cd8_treg_il6_jak_stat3,subject.biologicalSex,blacklist
pb.klrb1_memory_cd8_treg_inflammatory,subject.biologicalSex,blacklist
pb.klrb1_memory_cd8_treg_tnfa_nfkb,subject.biologicalSex,blacklist
pb.klrf1_effector_vd1_gdt_ifn_alpha,subject.biologicalSex,blacklist
pb.klrf1_effector_vd1_gdt_ifn_gamma,subject.biologicalSex,blacklist
pb.klrf1_effector_vd1_gdt_il2_stat5,subject.biologicalSex,blacklist
pb.klrf1_effector_vd1_gdt_il6_jak_stat3,subject.biologicalSex,blacklist
pb.klrf1_effector_vd1_gdt_inflammatory,subject.biologicalSex,blacklist
pb.klrf1_effector_vd1_gdt_tnfa_nfkb,subject.biologicalSex,blacklist
pb.klrf1_gzmb_cd27_em_cd8_t_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.klrf1_gzmb_cd27_em_cd8_t_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.klrf1_gzmb_cd27_em_cd8_t_cell_il2_stat5,subject.biologicalSex,blacklist
pb.klrf1_gzmb_cd27_em_cd8_t_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.klrf1_gzmb_cd27_em_cd8_t_cell_inflammatory,subject.biologicalSex,blacklist
pb.klrf1_gzmb_cd27_em_cd8_t_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_il2_stat5,subject.biologicalSex,blacklist
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_inflammatory,subject.biologicalSex,blacklist
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.memory_cd4_treg_ifn_alpha,subject.biologicalSex,blacklist
pb.memory_cd4_treg_ifn_gamma,subject.biologicalSex,blacklist
pb.memory_cd4_treg_il2_stat5,subject.biologicalSex,blacklist
pb.memory_cd4_treg_il6_jak_stat3,subject.biologicalSex,blacklist
pb.memory_cd4_treg_inflammatory,subject.biologicalSex,blacklist
pb.memory_cd4_treg_tnfa_nfkb,subject.biologicalSex,blacklist
pb.memory_cd8_treg_ifn_alpha,subject.biologicalSex,blacklist
pb.memory_cd8_treg_ifn_gamma,subject.biologicalSex,blacklist
pb.memory_cd8_treg_il2_stat5,subject.biologicalSex,blacklist
pb.memory_cd8_treg_il6_jak_stat3,subject.biologicalSex,blacklist
pb.memory_cd8_treg_inflammatory,subject.biologicalSex,blacklist
pb.memory_cd8_treg_tnfa_nfkb,subject.biologicalSex,blacklist
pb.naive_cd4_treg_ifn_alpha,subject.biologicalSex,blacklist
pb.naive_cd4_treg_ifn_gamma,subject.biologicalSex,blacklist
pb.naive_cd4_treg_il2_stat5,subject.biologicalSex,blacklist
pb.naive_cd4_treg_il6_jak_stat3,subject.biologicalSex,blacklist
pb.naive_cd4_treg_inflammatory,subject.biologicalSex,blacklist
pb.naive_cd4_treg_tnfa_nfkb,subject.biologicalSex,blacklist
pb.naive_vd1_gdt_ifn_alpha,subject.biologicalSex,blacklist
pb.naive_vd1_gdt_ifn_gamma,subject.biologicalSex,blacklist
pb.naive_vd1_gdt_il2_stat5,subject.biologicalSex,blacklist
pb.naive_vd1_gdt_il6_jak_stat3,subject.biologicalSex,blacklist
pb.naive_vd1_gdt_inflammatory,subject.biologicalSex,blacklist
pb.naive_vd1_gdt_tnfa_nfkb,subject.biologicalSex,blacklist
pb.pdc_ifn_alpha,subject.biologicalSex,blacklist
pb.pdc_ifn_gamma,subject.biologicalSex,blacklist
pb.pdc_il2_stat5,subject.biologicalSex,blacklist
pb.pdc_il6_jak_stat3,subject.biologicalSex,blacklist
pb.pdc_inflammatory,subject.biologicalSex,blacklist
pb.pdc_tnfa_nfkb,subject.biologicalSex,blacklist
pb.plasma_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.plasma_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.plasma_cell_il2_stat5,subject.biologicalSex,blacklist
pb.plasma_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.plasma_cell_inflammatory,subject.biologicalSex,blacklist
pb.plasma_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.platelet_ifn_alpha,subject.biologicalSex,blacklist
pb.platelet_ifn_gamma,subject.biologicalSex,blacklist
pb.platelet_il2_stat5,subject.biologicalSex,blacklist
pb.platelet_il6_jak_stat3,subject.biologicalSex,blacklist
pb.platelet_inflammatory,subject.biologicalSex,blacklist
pb.platelet_tnfa_nfkb,subject.biologicalSex,blacklist
pb.proliferating_nk_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.proliferating_nk_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.proliferating_nk_cell_il2_stat5,subject.biologicalSex,blacklist
pb.proliferating_nk_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.proliferating_nk_cell_inflammatory,subject.biologicalSex,blacklist
pb.proliferating_nk_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.proliferating_t_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.proliferating_t_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.proliferating_t_cell_il2_stat5,subject.biologicalSex,blacklist
pb.proliferating_t_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.proliferating_t_cell_inflammatory,subject.biologicalSex,blacklist
pb.proliferating_t_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.sox4_naive_cd4_t_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.sox4_naive_cd4_t_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.sox4_naive_cd4_t_cell_il2_stat5,subject.biologicalSex,blacklist
pb.sox4_naive_cd4_t_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.sox4_naive_cd4_t_cell_inflammatory,subject.biologicalSex,blacklist
pb.sox4_naive_cd4_t_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.sox4_naive_cd8_t_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.sox4_naive_cd8_t_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.sox4_naive_cd8_t_cell_il2_stat5,subject.biologicalSex,blacklist
pb.sox4_naive_cd8_t_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.sox4_naive_cd8_t_cell_inflammatory,subject.biologicalSex,blacklist
pb.sox4_naive_cd8_t_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.sox4_vd1_gdt_ifn_alpha,subject.biologicalSex,blacklist
pb.sox4_vd1_gdt_ifn_gamma,subject.biologicalSex,blacklist
pb.sox4_vd1_gdt_il2_stat5,subject.biologicalSex,blacklist
pb.sox4_vd1_gdt_il6_jak_stat3,subject.biologicalSex,blacklist
pb.sox4_vd1_gdt_inflammatory,subject.biologicalSex,blacklist
pb.sox4_vd1_gdt_tnfa_nfkb,subject.biologicalSex,blacklist
pb.transitional_b_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.transitional_b_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.transitional_b_cell_il2_stat5,subject.biologicalSex,blacklist
pb.transitional_b_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.transitional_b_cell_inflammatory,subject.biologicalSex,blacklist
pb.transitional_b_cell_tnfa_nfkb,subject.biologicalSex,blacklist
pb.type_2_polarized_memory_b_cell_ifn_alpha,subject.biologicalSex,blacklist
pb.type_2_polarized_memory_b_cell_ifn_gamma,subject.biologicalSex,blacklist
pb.type_2_polarized_memory_b_cell_il2_stat5,subject.biologicalSex,blacklist
pb.type_2_polarized_memory_b_cell_il6_jak_stat3,subject.biologicalSex,blacklist
pb.type_2_polarized_memory_b_cell_inflammatory,subject.biologicalSex,blacklist
pb.type_2_polarized_memory_b_cell_tnfa_nfkb,subject.biologicalSex,blacklist
wb.adipogenesis,subject.biologicalSex,blacklist
wb.allograft_rejection,subject.biologicalSex,blacklist
wb.androgen_response,subject.biologicalSex,blacklist
wb.angiogenesis,subject.biologicalSex,blacklist
wb.apical_junction,subject.biologicalSex,blacklist
wb.apical_surface,subject.biologicalSex,blacklist
wb.apoptosis,subject.biologicalSex,blacklist
wb.bile_acid_metabolism,subject.biologicalSex,blacklist
wb.cholesterol_homeostasis,subject.biologicalSex,blacklist
wb.coagulation,subject.biologicalSex,blacklist
wb.complement,subject.biologicalSex,blacklist
wb.dna_repair,subject.biologicalSex,blacklist
wb.e2f_targets,subject.biologicalSex,blacklist
wb.epithelial_mesenchymal_transition,subject.biologicalSex,blacklist
wb.estrogen_response_early,subject.biologicalSex,blacklist
wb.estrogen_response_late,subject.biologicalSex,blacklist
wb.fatty_acid_metabolism,subject.biologicalSex,blacklist
wb.g2_m_checkpoint,subject.biologicalSex,blacklist
wb.glycolysis,subject.biologicalSex,blacklist
wb.hedgehog_signaling,subject.biologicalSex,blacklist
wb.heme_metabolism,subject.biologicalSex,blacklist
wb.hypoxia,subject.biologicalSex,blacklist
wb.il_2_stat5_signaling,subject.biologicalSex,blacklist
wb.il_6_jak_stat3_signaling,subject.biologicalSex,blacklist
wb.inflammatory_response,subject.biologicalSex,blacklist
wb.interferon_alpha_response,subject.biologicalSex,blacklist
wb.interferon_gamma_response,subject.biologicalSex,blacklist
wb.kras_signaling_dn,subject.biologicalSex,blacklist
wb.kras_signaling_up,subject.biologicalSex,blacklist
wb.mitotic_spindle,subject.biologicalSex,blacklist
wb.mtorc1_signaling,subject.biologicalSex,blacklist
wb.myc_targets_v1,subject.biologicalSex,blacklist
wb.myc_targets_v2,subject.biologicalSex,blacklist
wb.myogenesis,subject.biologicalSex,blacklist
wb.notch_signaling,subject.biologicalSex,blacklist
wb.oxidative_phosphorylation,subject.biologicalSex,blacklist
wb.p53_pathway,subject.biologicalSex,blacklist
wb.pancreas_beta_cells,subject.biologicalSex,blacklist
wb.pi3k_akt_mtor_signaling,subject.biologicalSex,blacklist
wb.pperoxisome,subject.biologicalSex,blacklist
wb.protein_secretion,subject.biologicalSex,blacklist
wb.reactive_oxygen_species_pathway,subject.biologicalSex,blacklist
wb.spermatogenesis,subject.biologicalSex,blacklist
wb.tgf_beta_signaling,subject.biologicalSex,blacklist
wb.tnf_alpha_signaling_via_nf_kb,subject.biologicalSex,blacklist
wb.unfolded_protein_response,subject.biologicalSex,blacklist
wb.uv_response_dn,subject.biologicalSex,blacklist
wb.uv_response_up,subject.biologicalSex,blacklist
wb.wnt_beta_catenin_signaling,subject.biologicalSex,blacklist
wb.xenobiotic_metabolism,subject.biologicalSex,blacklist
subject.ageGroup,subject.biologicalSex,blacklist
cmv.igg_serology_interpretation,subject.biologicalSex,blacklist
freq.L1_b_cell,cmv.igg_serology_interpretation,blacklist
freq.L1_dc,cmv.igg_serology_interpretation,blacklist
freq.L1_erythrocyte,cmv.igg_serology_interpretation,blacklist
freq.L1_ilc,cmv.igg_serology_interpretation,blacklist
freq.L1_monocyte,cmv.igg_serology_interpretation,blacklist
freq.L1_nk_cell,cmv.igg_serology_interpretation,blacklist
freq.L1_platelet,cmv.igg_serology_interpretation,blacklist
freq.L1_progenitor_cell,cmv.igg_serology_interpretation,blacklist
freq.L1_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_asdc,cmv.igg_serology_interpretation,blacklist
freq.L2_cd14_monocyte,cmv.igg_serology_interpretation,blacklist
freq.L2_cd16_monocyte,cmv.igg_serology_interpretation,blacklist
freq.L2_cd56bright_nk_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_cd56dim_nk_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_cd8aa,cmv.igg_serology_interpretation,blacklist
freq.L2_cdc1,cmv.igg_serology_interpretation,blacklist
freq.L2_cdc2,cmv.igg_serology_interpretation,blacklist
freq.L2_dn_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_effector_b_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_erythrocyte,cmv.igg_serology_interpretation,blacklist
freq.L2_gdt,cmv.igg_serology_interpretation,blacklist
freq.L2_ilc,cmv.igg_serology_interpretation,blacklist
freq.L2_intermediate_monocyte,cmv.igg_serology_interpretation,blacklist
freq.L2_mait,cmv.igg_serology_interpretation,blacklist
freq.L2_memory_b_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_memory_cd4_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_memory_cd8_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_naive_b_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_naive_cd4_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_naive_cd8_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_pdc,cmv.igg_serology_interpretation,blacklist
freq.L2_plasma_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_platelet,cmv.igg_serology_interpretation,blacklist
freq.L2_progenitor_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_proliferating_nk_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_proliferating_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_transitional_b_cell,cmv.igg_serology_interpretation,blacklist
freq.L2_treg,cmv.igg_serology_interpretation,blacklist
freq.L3_activated_memory_b_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_adaptive_nk_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_asdc,cmv.igg_serology_interpretation,blacklist
freq.L3_baeomap_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_c1q_cd16_monocyte,cmv.igg_serology_interpretation,blacklist
freq.L3_cd14_cdc2,cmv.igg_serology_interpretation,blacklist
freq.L3_cd27_effector_b_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_cd4_mait,cmv.igg_serology_interpretation,blacklist
freq.L3_cd56bright_nk_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_cd8_mait,cmv.igg_serology_interpretation,blacklist
freq.L3_cd8aa,cmv.igg_serology_interpretation,blacklist
freq.L3_cd95_memory_b_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_cdc1,cmv.igg_serology_interpretation,blacklist
freq.L3_clp_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_cm_cd4_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_cm_cd8_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_cmp_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_core_cd14_monocyte,cmv.igg_serology_interpretation,blacklist
freq.L3_core_cd16_monocyte,cmv.igg_serology_interpretation,blacklist
freq.L3_core_memory_b_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_core_naive_b_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_core_naive_cd4_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_core_naive_cd8_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_dn_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_early_memory_b_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_erythrocyte,cmv.igg_serology_interpretation,blacklist
